komentar;cleaning;tokenize;normalize;stopword;stemming
Aq suka;Aq suka;['aq', 'suka'];['aku', 'suka'];['suka'];['pokok', 'puas']
Tempatku Menimbah ilmu;Tempatku Menimbah ilmu;['tempatku', 'menimbah', 'ilmu'];['tempatku', 'menimbah', 'ilmu'];['tempatku', 'menimbah', 'ilmu'];['okey']
Pokoknya sangat puas;Pokoknya sangat puas;['pokoknya', 'sangat', 'puas'];['pokoknya', 'sangat', 'puas'];['pokoknya', 'puas'];['mantul']
Okey;Okey;['okey'];['okey'];['okey'];['masok']
Mantul;Mantul;['mantul'];['mantul'];['mantul'];['mantap']
Masok;Masok;['masok'];['masok'];['masok'];['cakep']
Mantap;Mantap;['mantap'];['mantap'];['mantap'];['oky']
Cakep;Cakep;['cakep'];['cakep'];['cakep'];['transfer']
Oky;Oky;['oky'];['oky'];['oky'];['recomended']
Pasti transfer;Pasti transfer;['pasti', 'transfer'];['pasti', 'transfer'];['transfer'];['air', 'terjun', 'pandang', 'laut']
Recomended ???? …;Recomended;['recomended'];['recomended'];['recomended'];['tembak']
Air terjun kecil dan pemandangan laut.;Air terjun kecil dan pemandangan laut;['air', 'terjun', 'kecil', 'dan', 'pemandangan', 'laut'];['air', 'terjun', 'kecil', 'dan', 'pemandangan', 'laut'];['air', 'terjun', 'pemandangan', 'laut'];['salah', 'air', 'terjun', 'laut', 'baik', 'dunia']
Tempat yang luar biasa untuk menembak;Tempat yang luar biasa untuk menembak;['tempat', 'yang', 'luar', 'biasa', 'untuk', 'menembak'];['tempat', 'yang', 'luar', 'biasa', 'untuk', 'menembak'];['menembak'];['bagus']
Salah satu air terjun laut terbaik di dunia;Salah satu air terjun laut terbaik di dunia;['salah', 'satu', 'air', 'terjun', 'laut', 'terbaik', 'di', 'dunia'];['salah', 'satu', 'air', 'terjun', 'laut', 'terbaik', 'di', 'dunia'];['salah', 'air', 'terjun', 'laut', 'terbaik', 'dunia'];['pandang', 'hadap', 'laut']
Bgs;Bgs;['bgs'];['bagus'];['bagus'];['parkir', 'kendara', 'jalan', 'air', 'terjun', 'toro', 'aman', 'orang', 'tua', 'anak', 'anak', 'pantai', 'kotor', 'sampah', 'sera', 'kelola', 'perhati', 'bersih', 'pantai']
Pemandangan luar biasa, menghadap laut;Pemandangan luar biasa menghadap laut;['pemandangan', 'luar', 'biasa', 'menghadap', 'laut'];['pemandangan', 'luar', 'biasa', 'menghadap', 'laut'];['pemandangan', 'menghadap', 'laut'];['fasilitas', 'parkir', 'ok', 'air', 'kotor', 'logistik']
Dari parkiran kendaraan berjalan menuju ke air terjun Toroan tidak jauh, dan aman untuk orang tua dan anak anak. Hanya saja, pantai nya agak kotor, banyak sampah berserakan. Mungkin pengelola perlu memperhatikan kebersihan pantai;Dari parkiran kendaraan berjalan menuju ke air terjun Toroan tidak jauh dan aman untuk orang tua dan anak anak Hanya saja pantai nya agak kotor banyak sampah berserakan Mungkin pengelola perlu memperhatikan kebersihan pantai;['dari', 'parkiran', 'kendaraan', 'berjalan', 'menuju', 'ke', 'air', 'terjun', 'toroan', 'tidak', 'jauh', 'dan', 'aman', 'untuk', 'orang', 'tua', 'dan', 'anak', 'anak', 'hanya', 'saja', 'pantai', 'nya', 'agak', 'kotor', 'banyak', 'sampah', 'berserakan', 'mungkin', 'pengelola', 'perlu', 'memperhatikan', 'kebersihan', 'pantai'];['dari', 'parkiran', 'kendaraan', 'berjalan', 'menuju', 'ke', 'air', 'terjun', 'toroan', 'tidak', 'jauh', 'dan', 'aman', 'untuk', 'orang', 'tua', 'dan', 'anak', 'anak', 'hanya', 'saja', 'pantai', 'nya', 'agak', 'kotor', 'banyak', 'sampah', 'berserakan', 'mungkin', 'pengelola', 'perlu', 'memperhatikan', 'kebersihan', 'pantai'];['parkiran', 'kendaraan', 'berjalan', 'air', 'terjun', 'toroan', 'aman', 'orang', 'tua', 'anak', 'anak', 'pantai', 'kotor', 'sampah', 'berserakan', 'pengelola', 'memperhatikan', 'kebersihan', 'pantai'];['air', 'terjun', 'kotor', 'warna', 'coklat']
"Fasilitas parkir ok.
Airnya kotor.
Logistik tak ada";Fasilitas parkir ok Airnya kotor Logistik tak ada;['fasilitas', 'parkir', 'ok', 'airnya', 'kotor', 'logistik', 'tak', 'ada'];['fasilitas', 'parkir', 'ok', 'airnya', 'kotor', 'logistik', 'tak', 'ada'];['fasilitas', 'parkir', 'ok', 'airnya', 'kotor', 'logistik'];['sampah']
Air terjun nya kotor & berwarna coklat ???? …;Air terjun nya kotor berwarna coklat;['air', 'terjun', 'nya', 'kotor', 'berwarna', 'coklat'];['air', 'terjun', 'nya', 'kotor', 'berwarna', 'coklat'];['air', 'terjun', 'kotor', 'berwarna', 'coklat'];['sampah', 'dimanamana', 'huhu', 'kecewa']
Banyak sampah;Banyak sampah;['banyak', 'sampah'];['banyak', 'sampah'];['sampah'];['tempat', 'bagus', 'bagus', 'pas', 'air', 'laut', 'surut']
sampah dimana-mana.. huhu.. kecewa?? …;sampah dimanamana huhu kecewa;['sampah', 'dimanamana', 'huhu', 'kecewa'];['sampah', 'dimanamana', 'huhu', 'kecewa'];['sampah', 'dimanamana', 'huhu', 'kecewa'];['tiket', 'masuk', 'murah', 'pemandanganya', 'kalah', 'bagus', 'pantai', 'pantai', 'bukit', 'hutan', 'air', 'terjun', 'pesisir', 'pantai', 'spot', 'foto', 'keren', 'senja']
Tempatnya bagus, hanya saja lebih bagus lagi kalau pas air lautnya surut;Tempatnya bagus hanya saja lebih bagus lagi kalau pas air lautnya surut;['tempatnya', 'bagus', 'hanya', 'saja', 'lebih', 'bagus', 'lagi', 'kalau', 'pas', 'air', 'lautnya', 'surut'];['tempatnya', 'bagus', 'hanya', 'saja', 'lebih', 'bagus', 'lagi', 'kalau', 'pas', 'air', 'lautnya', 'surut'];['tempatnya', 'bagus', 'bagus', 'pas', 'air', 'lautnya', 'surut'];['indah', 'ayo', 'lestari', 'wisata', 'alam', 'negeri', 'patut', 'jaga', 'indah', 'alam', 'buang', 'sampah', 'tempatnyajangan', 'kotor', 'bumi', 'sampah', 'dll']
